Geneid	Length	genome_mapping/High_6556c4.rep7.RNAseq.mm10.sorted.bam
Mir669p-1	62	0
Mir467a-6	83	0
Mir669a-8	60	0
Mir669a-9	60	0
Mir467a-7	82	0
Mir669p-2	62	0
Mir467a-8	82	0
Mir669a-10	60	0
Mir467a-9	82	0
Mir669a-11	60	0
Mir467a-10	83	0
Mir669a-12	60	0
Mir466n	94	0
Mir3087	56	0
Mir3088	74	0
Mir3089	84	2
Mir3090	87	0
Mir3091	76	0
Mir3092	96	2
Mir3093	87	0
Mir3094	64	0
Mir3095	87	0
Mir3097	67	2
Mir3098	87	12
Mir3100	65	2
Mir3101	88	18
Mir344e	66	0
Mir344b	63	0
Mir344c	92	0
Mir344g	71	0
Mir344f	68	0
Mir3102	104	0
Mir3103	67	0
Mir3104	63	0
Mir3105	85	0
Mir3107	90	0
Mir3074-2	83	0
Mir3108	79	4
Mir3109	88	3
Mir3110	80	0
Mir374c	49	0
Mir3112	82	0
Mir1912	87	0
Mir3470a	38	0
Mir3470b	126	0
Mir3471-1	131	0
Mir3471-2	102	1
Mir3472	71	0
Mir3473a	82	0
Mir3474	58	2
Mir1906-2	80	0
Chaserr	5143	654
Gm7056	3093	0
Cahm	1223	54
Rdh18-ps	3648	0
Gm16861	1531	39
5330439B14Rik	1392	2
Snora33	105	16
Snord100	67	56
Snord42a	45	17
Snord42b	55	25
Gm1968	982	4
Stk-ps2	3483	11
4933407L21Rik	1148	10
2700046A07Rik	2133	4
1500009C09Rik	1723	159
Atp6v0c-ps2	1118	0
Zfa-ps	3420	0
Lppos	854	107
Lockd	607	133
1300002E11Rik	3959	201
1600010M07Rik	616	14
1600020E01Rik	681	261
2410004I01Rik	954	0
2610507I01Rik	2905	284
Gm6644	1352	0
Gm19589	2622	35
BB014433	1760	2
Gm20597	5486	0
Gm5105	1665	8
Gm15179	676	0
Gm53	617	0
E030025P04Rik	1078	0
Platr26	641	0
Gm16894	858	12
Gm15217	674	0
9330159M07Rik	2818	42
Gm19461	3112	16
Platr22	1199	17
Gm16548	1241	3
Gm16701	936	4
Gm20268	886	0
BC055402	3304	0
Gm2762	2339	0
B230216N24Rik	1178	8
2310043L19Rik	698	0
Plekhd1os	939	6
Hmga2-ps1	1510	540
2310015D24Rik	3047	8
D030040B21Rik	2788	0
4930558J18Rik	2052	22
4921513I03Rik	1747	2
1700027A15Rik	571	0
4931429P17Rik	2012	0
4933413J09Rik	3387	12
9630028B13Rik	3406	0
9330162B11Rik	2212	0
Celrr	1580	0
2810408I11Rik	713	34
5530401A14Rik	1838	0
C730036E19Rik	2640	12
Gm17751	2188	0
Gm17745	876	2
Gm19395	658	2
Gm16998	1230	26
Gm15915	908	8
Gm18409	2506	0
Gm20110	2095	8
Gm20125	3401	0
Gm20139	6220	6
Gm15910	2973	8
4930486F22Rik	563	0
4933412E12Rik	1724	60
B230208H11Rik	1182	303
1700061I17Rik	1962	43
4930562F07Rik	887	14
Gm15663	3204	22
4930444F02Rik	4202	0
Gm6150	2980	6
E130307A14Rik	1664	84
Hk1os	1826	32
C730027H18Rik	2300	381
1700028I16Rik	1056	4
Gm10440	2751	0
D130020L05Rik	3100	29
4930546C10Rik	2322	0
4930579G18Rik	1461	140
2310065F04Rik	2724	0
Lhx1os	624	0
C030037D09Rik	1056	30
1700110I01Rik	1702	0
5830428M24Rik	1037	19
Rplp2-ps1	825	0
Gm38402	1557	1
Snhg4	1151	430
1700001G11Rik	769	2
Gm2447	1805	0
Gm38431	2999	0
Bc1	146	7
Gm6654	626	40
Morf4l1-ps1	5159	94
Gm11696	2765	39
Gm14327	1101	9
BB283400	1418	0
0610009L18Rik	619	57
Tmem132cos	869	0
4930474N09Rik	1176	0
1810007D17Rik	742	0
1810018F18Rik	1447	0
1700008K24Rik	947	0
1700016P04Rik	429	0
Epb41l4aos	433	568
1810044D09Rik	486	56
2610020C07Rik	2156	78
Plut	1442	197
5730405O15Rik	887	20
Stamos	800	33
Evx1os	2916	0
0610005C13Rik	1122	686
1600025M17Rik	547	0
4931403G20Rik	1852	29
2610206C17Rik	1717	0
1700042G15Rik	2030	0
1700061F12Rik	883	0
1700125H03Rik	760	4
4930425K10Rik	741	0
4930423M02Rik	1205	0
C430049B03Rik	2993	68
Snhg18	1483	348
Gm20857	756	0
Gm20858	729	0
Gm20871	811	0
Gm3143	960	0
AV039307	1332	28
Gm14718	756	0
Mir3960	73	29
Mir3961	59	0
Mir28c	75	0
Mir3962	64	0
Mir3963	71	0
Mir3964	74	0
Mir1843b	66	0
Mir3965	69	0
Mir378b	92	3
Mir101c	75	0
Mir3966	85	0
Mir3967	68	0
Mir3968	100	0
Mir3969	92	0
Mir28b	80	5
Mir3970	90	0
Mir3971	83	0
Mir5046	59	0
Mir5098	80	0
Mir5099	74	0
Mir5100	64	0
Mir5101	83	0
Mir5103	79	15
Mir5104	94	0
Mir5106	73	4
Mir3473c	81	1
Mir5107	88	9
Mir5108	85	0
Mir5110	87	0
Mir5112	60	0
Mir5113	82	0
Mir5114	61	0
Mir5116	63	0
Mir5118	67	0
Mir5119	57	3
Mir5120	78	0
Mir5121	74	0
Mir5122	89	0
Mir3473d	81	2
Mir5123	83	0
Mir5124a	21	0
Mir5125	79	267
Mir3572	86	0
Mir5126	77	0
Mir5127	71	0
Mir5128	84	0
Mir5129	78	1
Mir5130	84	0
Mir5131	93	0
Mir5132	71	4
Mir5133	77	0
Mir5134	78	0
Mir5135	79	0
Mir5136	76	0
1700019G24Rik	515	0
Gm14405	1699	0
2210408F21Rik	1041	199
Smkr-ps	662	3
2310001H17Rik	769	108
Kantr	4258	251
9530051G07Rik	4414	6
9330179D12Rik	1494	30
4732490B19Rik	2446	14
Plxna4os1	1909	38
E230016M11Rik	1762	69
Dlx4os	1663	64
Gm12295	3189	66
3632454L22Rik	5236	13
Lyrm7os	928	6
Gm14858	1758	0
Gm11627	677	2
A730020E08Rik	1661	6
6430706D22Rik	3638	0
2310040G24Rik	775	39
4930414N06Rik	610	3
Gm12130	2453	0
Gm19434	2572	9
Gm19757	2946	0
4931408D14Rik	3240	241
Mkln1os	964	3
Gm20362	2088	0
Gm20743	1588	0
Gm5833	1930	2
Gm2061	2761	10
6720468P15Rik	1785	10
Apol7d	1193	16
2310069G16Rik	862	0
1700025B11Rik	552	0
Mir9-3hg	3979	0
1700065I16Rik	843	0
B230217O12Rik	1954	70
A730082K24Rik	2065	0
2500004C02Rik	1898	111
Gm19424	2238	0
Ctcflos	3476	18
Platr14	1145	6
A730056A06Rik	2973	4
1700017J07Rik	472	0
E130018N17Rik	1309	0
4833419F23Rik	881	39
A230077H06Rik	2918	0
AI646519	733	0
E130215H24Rik	936	2
A930006I01Rik	2229	2
A230108P19Rik	2500	5
D330023K18Rik	512	54
D330050G23Rik	1810	0
Gm16982	2620	29
Redrum	2228	0
Gm19897	1619	27
Gm16157	1340	25
A330093E20Rik	2407	2
Gm15880	2884	17
1810019D21Rik	1646	482
Gm20556	1237	7
4930473A02Rik	1409	20
Gm19466	2306	1
D030024E09Rik	2513	0
Gm5475	2320	0
5430421F17Rik	2295	2
E030013I19Rik	2773	0
Pcsk2os1	4233	0
Znf41-ps	4566	86
BB557941	1099	0
Gm19276	870	13
Gm14204	6738	0
Gm19277	1165	6
Gm13483	1786	4
9430091E24Rik	2671	140
Gm13544	2940	0
Gm15446	1551	27
Gm16796	3172	34
Gm13944	751	0
Gm13293	1609	36
Gm13752	2616	0
Gm14023	1781	10
Gm14169	2527	6
Asb17os	495	0
A230028O05Rik	2793	23
B130034C11Rik	1406	32
Gm16793	1728	83
5730403I07Rik	2031	1
G730013B05Rik	2871	0
Rbm46os	3448	0
4930520O04Rik	1255	40
Platr4	2168	0
AI115009	1853	8
AI606473	2164	4
Gm2837	778	0
Gm10785	1709	35
A730090N16Rik	1383	4
A230001M10Rik	1864	0
1700063D05Rik	709	6
D430036J16Rik	1855	4
4930570G19Rik	4170	0
C920006O11Rik	1447	54
Gm19522	2530	39
Gm15417	1568	219
Gm6260	921	0
Gm16845	1518	84
Gm7977	748	0
Gm15441	1673	28
Gm5925	1955	0
Gm15471	633	6
5033403H07Rik	479	38
Ptma-ps2	2231	13
Tbx3os2	1352	0
1810021B22Rik	654	35
2310034G01Rik	788	36
Gm6568	910	4
Gm15401	1529	12
2610037D02Rik	3631	13
Rbakdn	636	0
Gm9899	4823	50
Gm19619	2856	22
Gm15408	1379	43
Gm15787	1395	57
Gm15708	1766	90
AU022754	2976	84
E130218I03Rik	1088	0
Kank4os	2388	0
3110045C21Rik	1135	10
1810006J02Rik	1687	6
Alms1-ps2	1170	0
Gm16023	2493	48
AV051173	624	15
Gm13003	2904	12
Gm12709	1912	0
1700017G19Rik	2439	4
C920021L13Rik	1726	27
1700047G03Rik	840	0
Gm10007	450	0
Gm20356	2475	0
4930523O13Rik	1298	0
A430035B10Rik	1936	28
Gm18852	4348	0
4933417E11Rik	1093	0
4933436E23Rik	1111	0
Gm18853	4357	0
4930529K09Rik	622	0
C230079O03Rik	1385	0
1700016L21Rik	394	0
Gm19784	1379	0
1700034P13Rik	1494	2
9230112J17Rik	2448	59
1700066B17Rik	531	0
5830418P13Rik	2178	0
1700063A18Rik	356	0
1700065J18Rik	404	0
5031425E22Rik	4542	984
1700067G17Rik	603	0
1700112H15Rik	778	3
4930440C22Rik	1565	0
D16Ertd519e	610	0
4930448I06Rik	573	0
4930565N06Rik	2416	91
4930503O07Rik	578	0
4930533P14Rik	583	0
4930598F16Rik	761	0
4930568G15Rik	998	0
1600019K03Rik	477	1
C030007H22Rik	589	0
9530026F06Rik	892	0
1600002D24Rik	2215	0
1810053B23Rik	2583	19
6720483E21Rik	1120	18
Platr5	476	0
1700029J03Rik	789	0
4930404A05Rik	712	0
Gad1os	889	2
1700019E08Rik	635	0
4933416E03Rik	1127	0
9130015L21Rik	607	0
1700080N15Rik	434	0
4930441J16Rik	516	0
4933406D12Rik	737	0
8430437L04Rik	1663	6
4930443O20Rik	1443	5
4930405A21Rik	995	15
4930556C24Rik	907	0
1700003L19Rik	746	0
Ccdc34os	980	0
1700028P15Rik	856	0
5330411J11Rik	1644	21
9230102O04Rik	737	0
1700010K23Rik	376	0
4930547E08Rik	541	1
4930528P14Rik	507	0
4930545L23Rik	2502	25
Gm4262	1984	76
Sox5os3	904	0
2310069B03Rik	1831	14
4932412D23Rik	4820	0
1700025N23Rik	902	1
Dbhos	4020	0
1700049E22Rik	507	0
1700065J11Rik	428	0
1700069P05Rik	787	0
Gm9926	4892	1190
Gm13807	1295	9
Gm10714	874	0
1700029B22Rik	697	0
Gm10804	2923	7
Gm10548	2629	24
1700119H24Rik	587	0
4930529L06Rik	297	0
1700007F19Rik	1642	0
Platr10	1031	4
4933401H06Rik	937	0
5430434I15Rik	1257	0
1700036G14Rik	539	0
4930406D18Rik	691	0
4930433B08Rik	646	0
4930425O10Rik	1418	0
4930509J09Rik	1526	0
1700125G22Rik	861	0
A930001A20Rik	1581	0
A830019L24Rik	1652	0
9830132P13Rik	4188	29
9330178D15Rik	3451	0
1700007P06Rik	823	0
Gm20750	3515	0
Gm6634	1804	88
Gm20754	1357	0
4933439K11Rik	941	41
Gm20755	1827	10
Gm12522	2439	20
4931420L22Rik	774	0
2810442N19Rik	919	3
Gm16008	2238	118
4930547E14Rik	549	0
4930542C21Rik	954	0
4930542D17Rik	1362	4
4930553E22Rik	539	0
1700022E09Rik	385	0
4930478L05Rik	1880	4
4930455F16Rik	936	0
1700041M19Rik	1129	0
Pla2g10os	331	0
4930578N18Rik	511	0
4930567J20Rik	709	0
1700123M08Rik	1066	39
1700025F24Rik	894	2
1700010J16Rik	887	0
1700094J05Rik	997	0
1700027J07Rik	1060	0
1700010I02Rik	436	0
Tspan2os	590	0
6330410L21Rik	3869	0
Gm11548	2199	0
Gm1653	2424	0
1700030L20Rik	985	0
4931419H13Rik	973	0
1700027H10Rik	583	0
4930419G24Rik	1058	0
4930455H04Rik	1341	22
4930539M17Rik	848	0
4930539N22Rik	1077	0
4930539C22Rik	970	0
4930487H11Rik	895	10
4930521E06Rik	906	0
2310030A07Rik	610	0
4930590L20Rik	551	0
D530049I02Rik	551	0
4931402G19Rik	2258	0
2010009K17Rik	570	0
Bcas1os2	1174	2
4930517E11Rik	1457	0
4930583P06Rik	733	0
Acss2os	629	0
4930533B01Rik	1029	12
8030442B05Rik	1034	1
A130077B15Rik	2547	12
Ptprtos	631	0
9030204H09Rik	653	8
A930019D19Rik	958	15
4930573O16Rik	407	0
D930015M05Rik	1190	36
Arhgap15os	1761	0
Chn1os3	2707	37
D030045P18Rik	1892	8
Pcsk2os2	3370	0
9230105E05Rik	2250	0
4930488B22Rik	1722	0
4930452N14Rik	613	0
Gm20753	545	3
4930412B13Rik	1276	0
4930515L03Rik	485	0
4930555B11Rik	1533	0
2310005A03Rik	1394	0
9430019J16Rik	929	0
Gm13497	2038	0
Gm14015	3949	0
Gm20611	1131	0
Gm13490	2409	0
0610043K17Rik	618	15
Ctrcos	322	0
2210414B05Rik	874	0
4933428C19Rik	818	0
8430436N08Rik	1077	0
A330049N07Rik	1989	12
1700003M07Rik	2315	0
1700045H11Rik	593	6
1700125G02Rik	519	0
Platr9	951	0
4930515B02Rik	593	0
4930556G01Rik	891	0
4930548K13Rik	561	0
D830005E20Rik	1844	182
Platr7	1334	0
Gm5860	1078	0
A730063M14Rik	329	39
4930552N02Rik	1188	0
4930509K18Rik	1810	0
8030443G20Rik	903	0
4930522O17Rik	452	0
Frmpd1os	415	0
A630077J23Rik	957	2
C630028M04Rik	3387	0
Gm12530	1759	0
BC039966	522	0
Fhad1os1	997	0
Gm12718	808	0
Gm12505	757	0
1700095B10Rik	1047	0
2310034O05Rik	1107	0
Gm45916	1776	5
1700027F09Rik	766	0
4933402J10Rik	1176	0
Prkag2os1	990	16
4933438B17Rik	1163	0
8430423G03Rik	639	20
1700025M24Rik	770	0
Gm6329	862	0
1700047L14Rik	514	0
1700081H04Rik	1126	0
4930413E15Rik	1290	0
1700126H18Rik	404	0
4930448I18Rik	733	0
Gm10637	839	0
AW046200	1498	20
4930429D17Rik	1624	1
4930448H16Rik	604	0
4930500L23Rik	745	0
6030466F02Rik	1434	0
4930557J02Rik	1075	0
4930563F08Rik	515	0
B930025P03Rik	3085	13
B930018H19Rik	2121	4
1110046J04Rik	777	96
E130102H24Rik	748	65
Mir124a-1hg	4039	0
1110036E04Rik	777	1
Plet1os	1119	32
4933422A05Rik	1356	4
4933432G23Rik	837	0
C130083M11Rik	2071	26
4933433G15Rik	1153	17
Lncbate3	705	0
Snhg5	1010	950
1700055C04Rik	355	0
1700072B07Rik	445	0
1700110K17Rik	708	61
4930430J02Rik	448	2
4930428G15Rik	807	0
4933407I05Rik	796	2
4833428L15Rik	1259	0
4930429F24Rik	1520	26
4930524O08Rik	1451	0
4930461G14Rik	780	233
4930502A04Rik	865	0
4930525D18Rik	936	0
4930554C24Rik	1084	0
Lyzl4os	726	0
1700027I24Rik	696	0
1700020M21Rik	642	0
Scarletltr	316	11
7630403G23Rik	1082	0
B230312C02Rik	1336	4
4930540M03Rik	433	0
4930442J19Rik	1466	0
Gm6639	3135	0
Gm15133	832	21
Gm20752	2832	8
Gm10745	1523	0
4930565D16Rik	1112	0
4930593C16Rik	583	0
4930546K05Rik	3539	4
4930568E12Rik	781	0
1700034K08Rik	617	0
0610040F04Rik	2393	21
Kcnd3os	1090	4
AU023762	2179	0
4930511E03Rik	2232	0
4930519F24Rik	577	0
4932413F04Rik	2765	0
B230323A14Rik	1635	0
9430037G07Rik	3177	34
Gm5122	1637	3
4930480G23Rik	1259	9
A730043L09Rik	1205	0
4933400C23Rik	1708	0
Gm20756	1565	0
1700057H15Rik	980	0
2210039B01Rik	1039	13
4933406C10Rik	1633	12
Gm5441	449	0
Gm6213	638	0
Gm6268	300	0
Gm6367	2543	0
Gm6936	1432	0
Gm16497	2842	0
Gm20257	936	78
Gm20300	3440	196
Gm15987	1082	4
Gdap10	2793	182
2700038G22Rik	1370	129
1700101O22Rik	339	0
2610035F20Rik	1149	0
Tunar	3398	0
Gm19990	1221	1
Gm20063	1089	0
9130015A21Rik	1057	6
Gm20187	1973	0
2610307P16Rik	2716	221
3110056K07Rik	1588	145
Gm20337	1142	12
4930431P03Rik	2282	4
4930452G13Rik	1080	0
4921525O09Rik	3272	2
Gm11351	581	0
4930556M19Rik	4350	128
Gm20324	1116	95
Gm16576	5404	115
4930592A05Rik	1006	0
Gm19782	4789	0
A330102I10Rik	1419	13
Gm19510	1861	12
Gm3716	2872	26
3300005D01Rik	1281	100
Sfta3-ps	2288	7
AI197445	5610	0
Gm2721	1575	0
AW495222	950	6
A330076C08Rik	1937	0
Gm16677	521	0
Gm19303	1874	0
Gm9920	935	0
Gm19689	1543	0
Gm20098	3293	0
Gm5893	1880	0
Gm11762	1705	0
Gm12159	1447	0
Ccdc201	1003	0
Gm2027	3025	7
Nlrp5-ps	4528	4
1110028F11Rik	2705	18
1700012I11Rik	1039	0
6330415B21Rik	2219	0
AA536875	2281	0
BC051226	840	62
Slain1os	3091	0
4922502N22Rik	1149	0
Gm20741	781	0
9330175M20Rik	2552	0
E130008D07Rik	5078	32
G630093K05Rik	3502	0
Gm7008	401	9
4933411G06Rik	1021	0
4933427I22Rik	1548	0
A830009L08Rik	2807	0
A330048O09Rik	667	0
4933431G14Rik	1670	11
Slc2a4rg-ps	2986	180
4930593A02Rik	938	2
4930447N08Rik	1156	0
2010310C07Rik	845	11
Gm10336	3772	504
1700012D01Rik	695	15
2610316D01Rik	922	0
F730035M05Rik	1296	0
Smc2os	626	0
Cerox1	1473	14
1700042O10Rik	1075	4
Gm8633	551	0
4932702P03Rik	690	0
4931431B13Rik	473	0
1700123O12Rik	568	0
4930430F21Rik	804	0
4833417C18Rik	1319	34
E330017L17Rik	830	2
4930525G20Rik	2987	2
A830082K12Rik	2305	125
Mira	797	12
AI847159	1006	0
Gm15545	1090	108
Gm16336	380	0
2810013P06Rik	2028	506
Sp3os	1147	105
1700101I11Rik	1043	10
1110015O18Rik	1533	0
Med9os	529	1
5430437J10Rik	1166	3
Gm20740	632	0
BC048602	731	0
B230214G05Rik	2778	0
Gm10433	1982	18
Gm15941	1826	0
Gm16551	2707	22
Gm5083	1204	0
1700097N02Rik	845	18
1700064M15Rik	645	0
Rab26os	295	100
4732491K20Rik	3174	60
D630013N20Rik	2082	0
Eprn	1306	28
Gm4285	1363	159
2810029C07Rik	1954	47
Gm17644	3200	0
2900009J06Rik	464	3
2900076A07Rik	852	98
1700048M11Rik	483	22
1810008I18Rik	840	78
1700102H20Rik	563	9
1700030N03Rik	395	0
AU040972	1038	2
4931403E22Rik	668	8
4933429K18Rik	1015	0
2700089I24Rik	1827	0
A430088P11Rik	4502	12
6030407O03Rik	1801	0
Rptoros	1290	10
9830166K06Rik	2745	0
1700039E22Rik	770	1
4930524O05Rik	592	0
4930526L06Rik	1020	6
4930552P12Rik	2496	24
4930449E18Rik	391	0
1700054A03Rik	780	0
Gm14635	1412	0
Gm19557	2765	134
Gm14827	3089	0
Gm19705	489	56
A330009N23Rik	1776	37
A330032B11Rik	1919	0
D930032P07Rik	1314	2
Mir1a-1hg	2019	6
E330023G01Rik	1483	0
Gm1715	1016	0
B930092H01Rik	2678	0
Gm13582	2655	2
Gm10635	3721	0
2310039L15Rik	642	0
5730420D15Rik	1182	12
Gm13539	596	0
5730435O14Rik	617	0
4933411E08Rik	1704	0
E030044B06Rik	880	0
4933440J02Rik	1144	4
1700030O20Rik	594	0
Arhgap27os3	2731	43
2610016A17Rik	474	0
1700064J06Rik	386	0
4930401C15Rik	865	0
4930405J17Rik	629	0
4930455C13Rik	1016	11
4930467K11Rik	723	3
4930483K19Rik	1237	14
C130060C02Rik	1157	0
4930473O22Rik	1465	0
4930545H06Rik	769	0
4930556N09Rik	1015	0
Grip1os2	723	0
2210409D07Rik	458	0
4921531P14Rik	522	4
Gm6602	1927	0
4930518P08Rik	1185	0
2900057B20Rik	1016	6
St8sia3os	664	9
A630012P03Rik	1972	2
1700120E14Rik	1932	0
Pitpnm2os1	1618	0
4930572K03Rik	931	0
4933424G05Rik	1745	9
8430422H06Rik	1274	0
4930545E07Rik	862	0
4930549G23Rik	580	40
1700028D13Rik	716	0
4930563E18Rik	1553	0
4930455D15Rik	1616	0
1700063O14Rik	492	0
5830416I19Rik	2630	0
1700065O20Rik	702	0
2210420H20Rik	627	0
D730045A05Rik	1269	8
4930578E11Rik	2140	0
Gm10731	1810	0
2010010A06Rik	1204	4
4930527G23Rik	581	0
1700034G24Rik	1081	0
4930474G06Rik	2663	0
Gm15328	2977	13
9330117O12Rik	1840	0
G630071F17Rik	3083	8
Carmn	1357	100
A830052D11Rik	1130	37
G630055G22Rik	1332	0
C030018K13Rik	1521	0
Gm10549	2712	0
4930513D17Rik	1202	0
Lncbate10	1808	0
Bvht	601	140
Gm6277	1422	12
1700018G05Rik	399	0
Gm15997	1491	0
5730412P04Rik	1382	0
5430428K19Rik	904	0
1810013A23Rik	417	22
2410021H03Rik	762	2
2010308F09Rik	701	0
4933401D09Rik	1325	4
4933400B14Rik	978	0
4930452A19Rik	590	0
2010106C02Rik	657	0
2700054A10Rik	4348	168
Mospd4	883	19
1700031A10Rik	656	0
4930515L19Rik	769	0
4930558G05Rik	585	0
Tslrn1	778	0
1700071M16Rik	2504	49
4933438K21Rik	1693	0
Tbc1d22bos	1349	8
B630019K06Rik	2612	131
Gm11413	1461	0
3010001F23Rik	1150	3
1700121L16Rik	561	0
B230119M05Rik	979	0
Platr21	4041	0
1700030A11Rik	888	0
4933433H22Rik	1789	12
4833427F10Rik	1475	23
1700110C19Rik	722	5
4930548J01Rik	731	0
4930480K15Rik	2199	0
3110009F21Rik	1621	4
1700092C02Rik	358	0
1700095A21Rik	1069	0
4930455J16Rik	1627	0
1110028F18Rik	1341	4
Fendrr	3323	107
1810007C17Rik	708	0
1810012K16Rik	542	16
2310081J21Rik	541	0
1700001D01Rik	565	4
1700007J10Rik	1111	35
1700003D09Rik	1389	7
1700003C15Rik	709	0
1700024B18Rik	423	0
Gm10415	2825	0
1700026F02Rik	482	0
1700022H16Rik	476	0
1700029N11Rik	565	0
2310002D06Rik	508	0
2310016D03Rik	1547	0
2310020H05Rik	718	0
2410003L11Rik	612	0
2810404M03Rik	1245	0
2310005E17Rik	1186	0
2210416O15Rik	1504	12
5730480H06Rik	1735	75
4921509O07Rik	2567	0
4921511C10Rik	1463	0
4931440J10Rik	891	0
4933402C06Rik	1000	0
Ppp2r2cos	1491	0
4933405E24Rik	1081	0
4933412O06Rik	1123	6
4933413L06Rik	922	0
1700022A22Rik	855	0
Gm15706	899	86
Zfp572	1098	0
4930413G21Rik	1402	543
1700011B04Rik	648	0
Gm9958	1492	66
Gm9776	2175	94
1700006F04Rik	439	0
1700044C05Rik	893	0
1700120C14Rik	388	8
D630010B17Rik	1071	46
A230056J06Rik	3154	0
Gm20199	3997	8
F630111L10Rik	7333	3
5930403L14Rik	5677	120
BC037704	1993	128
4933432I03Rik	1061	0
4930444M15Rik	1658	15
4930524C18Rik	1895	0
Gm5124	1972	2
Scgb2b23-ps	516	0
Gm16062	642	13
Gm9895	664	8
Gm4961	2249	10
Gm21057	522	0
9330133O14Rik	2821	454
E330011O21Rik	948	45
1700028E10Rik	2718	5
C330013E15Rik	878	39
AW549542	1769	16
1700105P06Rik	555	0
D030025E07Rik	2348	0
I730028E13Rik	1959	0
Gm7457	2459	0
Gm11944	869	29
1700007L15Rik	747	30
Gm9833	1660	129
4921515E04Rik	2309	0
4930474H20Rik	1479	0
Nrg3os	927	0
4930556J02Rik	677	0
F420014N23Rik	2552	58
C330022C24Rik	1077	2
4930572O13Rik	774	0
AU022793	1868	22
E130310I04Rik	3755	14
Fam219aos	708	0
B230209E15Rik	2058	0
Gm16617	713	48
Nron	3653	2
4933400L20Rik	868	0
1700030F04Rik	418	0
1700060C16Rik	645	0
1700072O05Rik	668	0
4930486I03Rik	786	0
4930509E16Rik	1191	0
4930597G03Rik	1140	0
9430014N10Rik	1131	0
8030423F21Rik	2850	8
Sorbs2os	2474	70
Gm2093	3526	0
Gm10432	4791	21
Gm16853	1986	10
D930007P13Rik	1324	0
Gm20744	2626	1
Gm20745	3796	0
Gm10865	712	11
Mirt2	971	24
Gm19299	1435	0
Gm19710	640	33
Gm16675	1319	100
Gm16596	1549	47
Gm16833	674	0
2310043O21Rik	621	0
4930500F04Rik	576	0
4930413M19Rik	600	0
0610031O16Rik	824	35
4930505G20Rik	561	0
4930470H14Rik	1734	2
A530072M11Rik	1852	2
Gm15350	518	0
9530080O11Rik	1729	3
C730002L08Rik	2917	2
Zfp652os	537	7
I730030J21Rik	961	2
Gm10814	1966	18
Gm16291	2594	0
Gm19583	1366	0
Gm10390	3977	6
Gm16907	2764	128
Gm16702	2384	0
1810034E14Rik	1802	107
1700123O21Rik	675	0
1700021N21Rik	905	0
5730460C07Rik	1834	0
4921508D12Rik	1075	0
4933440M02Rik	1745	0
Gldnos	839	0
4930417O22Rik	1185	0
4931431C16Rik	2735	3
D17Ertd648e	565	0
4930527F14Rik	734	6
4933408J17Rik	1859	5
4930548G14Rik	1185	0
1500012K07Rik	2626	0
4930599N23Rik	880	0
1500015L24Rik	778	0
4933407E24Rik	1873	2
A930024E05Rik	1892	11
6330418K02Rik	741	15
Gm4890	2642	44
1700016L04Rik	910	0
1700025K24Rik	740	0
Alkbh3os1	1550	29
4921511I17Rik	1341	0
4933408N05Rik	1582	0
E130006D01Rik	931	0
A330041J22Rik	1843	5
A430090L17Rik	3687	8
9130227L01Rik	1906	0
A730036I17Rik	3433	0
4933416M07Rik	1520	5
4933407G14Rik	1262	0
4933417O13Rik	1526	6
Gm5420	2206	8
Gm17746	1115	0
Gm5547	459	12
4933416M06Rik	1285	0
D930028M14Rik	1074	81
4933417D19Rik	1229	1
B130024G19Rik	1812	16
4933433G19Rik	1061	9
Gm14634	1662	18
4933427E13Rik	1493	0
4933430N04Rik	1146	0
4933430H16Rik	1440	0
4933433F19Rik	1086	0
4933430M04Rik	743	0
5430427M07Rik	1022	0
5430440P10Rik	1016	2
7420701I03Rik	736	0
9230009I02Rik	1150	0
Gm6116	1433	3
Gm6313	2562	0
Gm9866	2087	0
4930428O21Rik	1740	0
Gm9054	707	2
Gm11201	3347	5
Gm15413	1935	6
Bcas3os1	3138	3
F630206G17Rik	2396	0
Gata5os	1678	37
9030404E10Rik	1209	3
Gm10532	2301	0
Gm15612	3118	14
Gm10556	3906	0
Gm10787	1548	10
4930413F20Rik	1096	6
Dnmt3aos	1385	0
Gm10578	2876	0
Gm10658	1133	51
4930456L15Rik	1185	0
3200001D21Rik	2283	0
Gm10791	1654	38
1700016G22Rik	593	10
Gm10538	1879	0
Snhg15	592	329
Gm13446	2037	1
Gm13546	1016	4
A230070E04Rik	1851	0
Rab11fip4os2	357	0
AU016765	906	0
1700006H21Rik	622	2
Gm11747	1648	2
1700030M09Rik	964	0
2310008N11Rik	564	2
2700069I18Rik	782	4
2810471M01Rik	1597	0
3100003L05Rik	664	0
3110015C05Rik	938	2
1700023C21Rik	389	0
1700031P21Rik	304	0
Gm13031	924	4
Frs3os	980	24
Ino80dos	1802	83
9530027J09Rik	1684	19
Gm15008	460	0
1700046C09Rik	562	0
1700054M17Rik	445	0
4933404G15Rik	1583	0
4930449E01Rik	601	0
1700051A21Rik	1358	0
1700066N21Rik	774	0
Nell1os	489	0
1700092K14Rik	395	0
1700092C10Rik	569	0
Slfn5os	574	4
1700092E19Rik	1641	0
1700100L14Rik	682	0
Gm4827	807	9
1700109I08Rik	396	0
1700128A07Rik	860	0
2410012E07Rik	1357	0
4930402F11Rik	1000	0
4930404H11Rik	767	4
